Localisation;Service;Fréquence Min (MHz);Fréquence Max (MHz);Preset
PN3 - PARIS NORD 3;Telemetry_Telecommand;461.45625;461.50625;Oui
PN3 - PARIS NORD 3;Talkback_System;461.45625;461.50625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;461.54375;461.75625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;461.54375;461.75625;Oui
PN3 - PARIS NORD 3;Talkback_System;461.54375;461.75625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;461.84375;461.95625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;461.84375;461.95625;Oui
PN3 - PARIS NORD 3;Talkback_System;461.84375;461.95625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;462.23125;462.40625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;462.23125;462.40625;Oui
PN3 - PARIS NORD 3;Talkback_System;462.23125;462.40625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;462.54375;462.96875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;462.54375;462.96875;Oui
PN3 - PARIS NORD 3;Talkback_System;462.54375;462.96875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.03125;463.05625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.23125;463.24375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.25625;463.26875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.31875;463.33125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.34375;463.35625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.40625;463.41875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.51875;463.53125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.65625;463.66875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.69375;463.71875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.86875;463.88125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.89375;463.90625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;463.98125;463.99375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;464.31875;464.33125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;464.43125;464.44375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;464.45625;464.46875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;464.49375;464.54375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;464.58125;464.66875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;464.70625;464.86875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;464.90625;464.99375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;465.03125;465.14375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;465.18125;465.36875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;465.40625;465.49375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;465.53125;465.76875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;465.80625;465.85625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;465.88125;466.00625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;466.48125;466.49375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;466.56875;466.58125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;466.74375;466.75625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;466.76875;466.79375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;466.89375;466.90625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;467.08125;467.09375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;467.33125;467.34375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;467.35625;467.36875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;467.43125;467.45625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;467.51875;467.54375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;467.55625;467.59375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.21875;468.34375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.36875;468.38125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.39375;468.40625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.41875;468.43125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.44375;468.48125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.49375;468.54375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.55625;468.59375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.61875;468.63125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.64375;468.65625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.66875;468.68125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.69375;468.70625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.78125;468.79375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.89375;468.91875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;468.93125;468.95625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;469.00625;469.03125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;469.04375;469.05625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;469.09375;469.10625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;469.49375;469.58125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;469.6;469.73125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;469.74375;469.90625;Oui
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;470;478;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;486;494;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;510;518;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;534;542;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;550;558;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;574;582;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;590;598;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;598;614;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;630;638;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;646;654;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;654;670;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;670;678;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;678;694;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;694;698;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;736;753;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;821;823;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;823;826;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;826;832;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;1240;1260;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;1300;1310;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;1320;1350;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;1350;1351;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;1367;1367.5;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;1372;1383;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;1399;1400;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;1427;1518;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;1518;1525;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;1525;1559;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;1613.8;1660.5;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;1675;1705;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;1785;1805;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;1980;2010;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2010;2025;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2070;2110;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2185;2200;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2207.5;2247.5;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2290;2310;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2310;2340;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2400;2500;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2700;2750;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2760;2770;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2780;2820;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;2830;2880;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;3800;3900;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;4000;4200;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;4813;4823;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;4840;4860;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;5850;5975;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;6640;6680;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;6680;6720;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;6720;6760;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;6940;6980;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;6980;7020;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;7020;7060;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;7060;7100;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;7100;7115;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;7115;7250;Non
PN3 - PARIS NORD 3;Wireless_Camera_and_Mobile_Airborne_Video_Links;7750;7900;Non
PO1 - PARIS OUEST 1;Wireless_Microphones_and_In_Ear_Monitor;32;39;Non
PO1 - PARIS OUEST 1;Wireless_Microphones_and_In_Ear_Monitor;55;68;Non
PO1 - PARIS OUEST 1;Private_Mobile_Radio;69.04375;69.25;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;70.25;70.44375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;70.45625;70.49375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;70.50625;70.525;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;70.98125;71.04375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.05625;71.06875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.08125;71.10625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.11875;71.14375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.15625;71.16875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.18125;71.19375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.20625;71.21875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.23125;71.24375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.26875;71.29375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.30625;71.34375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.35625;71.36875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.38125;71.49375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.50625;71.69375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.70625;71.75625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;71.76875;71.95;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;73.09375;73.3;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;75.20625;75.29375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;75.29375;75.39375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;75.40625;75.59375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;75.61875;75.79375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;75.80625;75.99375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;76.00625;76.15625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;76.16875;76.66875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;76.68125;76.75625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;76.76875;77.475;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;80;80.39375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;80.40625;80.59375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;80.61875;80.79375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;80.80625;81.15625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;81.16875;81.66875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;81.68125;81.75625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;81.76875;82.475;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;87.3;87.5;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;144;144.16875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;144.18125;144.29375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;144.30625;144.79375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;144.80625;145.43125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;145.54375;145.79375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;148.825;149.29375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;149.30625;149.31875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;149.31875;149.55625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;149.55625;149.88125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;150.05625;150.36875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;150.58125;150.99375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;151.00625;151.05625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;151.06875;151.08125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;151.09375;151.18125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;151.19375;151.28125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;151.29375;151.31875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;153.425;153.59375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;153.65625;154.55625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;154.58125;154.96875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;155.18125;155.59375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;155.60625;155.65625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;155.66875;155.68125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;155.69375;155.73125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;155.74375;155.78125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;155.79375;155.88125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;155.89375;155.91875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;157.66875;157.68125;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;157.66875;157.68125;Oui
PO1 - PARIS OUEST 1;Talkback_System;157.66875;157.68125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;157.71875;157.79375;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;157.71875;157.79375;Oui
PO1 - PARIS OUEST 1;Talkback_System;157.71875;157.79375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;157.81875;157.91875;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;157.81875;157.91875;Oui
PO1 - PARIS OUEST 1;Talkback_System;157.81875;157.91875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;157.93125;157.99375;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;157.93125;157.99375;Oui
PO1 - PARIS OUEST 1;Talkback_System;157.93125;157.99375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;158.00625;158.11875;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;158.00625;158.11875;Oui
PO1 - PARIS OUEST 1;Talkback_System;158.00625;158.11875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;158.13125;158.39375;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;158.13125;158.39375;Oui
PO1 - PARIS OUEST 1;Talkback_System;158.13125;158.39375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;158.39375;158.45625;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;158.39375;158.45625;Oui
PO1 - PARIS OUEST 1;Talkback_System;158.39375;158.45625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;158.46875;158.51875;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;158.46875;158.51875;Oui
PO1 - PARIS OUEST 1;Talkback_System;158.46875;158.51875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;158.53125;158.56875;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;158.53125;158.56875;Oui
PO1 - PARIS OUEST 1;Talkback_System;158.53125;158.56875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;158.58125;158.59375;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;158.58125;158.59375;Oui
PO1 - PARIS OUEST 1;Talkback_System;158.58125;158.59375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;158.69375;158.76875;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;158.69375;158.76875;Oui
PO1 - PARIS OUEST 1;Talkback_System;158.69375;158.76875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;158.78125;159.51875;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;158.78125;159.51875;Oui
PO1 - PARIS OUEST 1;Talkback_System;158.78125;159.51875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;159.63125;159.69375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;159.70625;159.71875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;159.75625;160.18125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;160.20625;160.21875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;160.29375;160.30625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;160.33125;160.39375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;160.44375;160.45625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;160.48125;160.49375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.14375;162.15625;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;162.14375;162.15625;Oui
PO1 - PARIS OUEST 1;Talkback_System;162.14375;162.15625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.16875;162.18125;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;162.16875;162.18125;Oui
PO1 - PARIS OUEST 1;Talkback_System;162.16875;162.18125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.30625;162.39375;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;162.30625;162.39375;Oui
PO1 - PARIS OUEST 1;Talkback_System;162.30625;162.39375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.41875;162.51875;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;162.41875;162.51875;Oui
PO1 - PARIS OUEST 1;Talkback_System;162.41875;162.51875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.53125;162.59375;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;162.53125;162.59375;Oui
PO1 - PARIS OUEST 1;Talkback_System;162.53125;162.59375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.64375;162.68125;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;162.64375;162.68125;Oui
PO1 - PARIS OUEST 1;Talkback_System;162.64375;162.68125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.70625;162.75625;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;162.70625;162.75625;Oui
PO1 - PARIS OUEST 1;Talkback_System;162.70625;162.75625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.76875;162.78125;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;162.76875;162.78125;Oui
PO1 - PARIS OUEST 1;Talkback_System;162.76875;162.78125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.83125;162.86875;Oui
PO1 - PARIS OUEST 1;Telemetry_Telecommand;162.83125;162.86875;Oui
PO1 - PARIS OUEST 1;Talkback_System;162.83125;162.86875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.88125;162.91875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.93125;162.94375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.95625;162.98125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;162.99375;163.05625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;163.06875;163.11875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;163.13125;163.16875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;163.18125;163.21875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;163.23125;163.28125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;163.29375;163.36875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;163.38125;164.11875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;164.13125;164.14375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;164.15625;164.16875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;164.18125;164.29375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;164.30625;164.31875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;164.35625;164.78125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;164.80625;164.81875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;164.89375;164.90625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;164.93125;164.99375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.04375;165.05625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.08125;165.09375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.20625;165.21875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.21875;165.23125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.25625;165.29375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.30625;165.34375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.36875;165.39375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.44375;165.53125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.54375;165.64375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.65625;165.68125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.69375;165.71875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.74375;165.79375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.85625;165.90625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;165.91875;166.00625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.01875;166.13125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.14375;166.24375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.25625;166.35625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.36875;166.38125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.39375;166.41875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.43125;166.50625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.51875;166.56875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.58125;166.61875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.63125;166.65625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.66875;166.68125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.69375;166.70625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.74375;166.75625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.88125;166.90625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;166.93125;166.95625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.06875;167.08125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.09375;167.10625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.11875;167.13125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.18125;167.20625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.21875;167.40625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.41875;167.43125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.48125;167.53125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.54375;167.56875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.58125;167.65625;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.69375;167.71875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.75625;167.78125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.79375;167.84375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.85625;167.86875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.88125;167.96875;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;167.98125;168.13125;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;168.14375;168.39375;Oui
PO1 - PARIS OUEST 1;Private_Mobile_Radio;168.40625;168.44375;Oui
